Time_s,Ax_g,Ay_g,Az_g,RollRate_deg_s,YawRate_deg_s
1.03,0.00513424360558218,0.0168004845054997,-0.994532252856246,0.021,0.104
1.04,0.0058482198725529,0.0223248112903044,-0.99264726052037,0.014,0.101
1.05,0.00597506254971555,0.0271352167432904,-0.992010317310743,0.044,0.077
1.06,0.00569497794449857,0.0263611013832109,-0.991780304323945,0.06,0.056
1.07,0.00500696769186794,0.0246853739423628,-0.991424301874637,0.069,0.05
1.08,0.00388595851005726,0.0266988406765951,-0.990990276552798,0.057,0.035
1.09,0.00322295596734029,0.0269075969204821,-0.990838261493513,0.054,0.025
1.1,0.00403894572219614,0.0254192234152202,-0.990150281414014,0.084,0.034
1.11,0.00457395791070381,0.0234150464132576,-0.988468354337681,0.127,0.055
1.12,0.00322301182751131,0.0215322604723487,-0.986735447523502,0.16,0.074
1.13,0.000522085836471819,0.0198117372743216,-0.988111461072984,0.145999999999999,0.0799999999999998
1.14,-0.0045228260034467,0.0193334498029558,-0.996851276838685,0.0879999999999992,0.0709999999999993
1.15,-0.0193776579293315,0.0217731128213703,-1.01303093531479,0.0509999999999989,0.0409999999999981
1.16,-0.0529590947986033,0.0258294838407633,-1.0302296152971,0.003,-0.044
1.17,-0.0966309420481809,0.0223108022767368,-1.03379681609944,-0.067,-0.138
1.18,-0.121039839219386,0.0239823879038413,-1.01083929998841,-0.062,-0.206
1.19,-0.102108042502663,0.0263277234937493,-0.968160118275234,0.071,-0.194
1.2,-0.0491117962131391,0.0268803793777034,-0.932463047916764,0.229,-0.086
1.21,0.00498088107640538,0.0278735440498205,-0.929508051772447,0.294,0.069
1.22,0.0380032633185675,0.0268179131637531,-0.959753760812526,0.24,0.204
1.23,0.0485282663853758,0.0233688680044495,-1.0005461328638,0.14,0.274
1.24,0.0462856956929634,0.0163704982128221,-1.02831943815674,0.094,0.29
1.25,0.0400940264525916,0.0129565372628991,-1.03499404512047,0.072,0.239
1.26,0.030053878803204,0.0185523329693849,-1.02839478252185,0.042,0.112
1.27,0.0106379104291976,0.0263950846870918,-1.01927278407151,0.006,-0.049
1.28,-0.0215164554411401,0.0312960548600335,-1.01198611511509,-0.034,-0.199
1.29,-0.0559127251943594,0.0277543404674009,-1.00294155263547,-0.059,-0.282
1.3,-0.0732132654316924,0.0242662006627453,-0.98622676090419,-0.05,-0.291
1.31,-0.063658987908518,0.0267466555594141,-0.964670765144259,-0.013,-0.252
1.32,-0.0357855578453178,0.0270686174329446,-0.951445714968694,0.029,-0.161
1.33,-0.00760582721113968,0.0256062162196102,-0.956720667933292,0.072,-0.031
1.34,0.00798810194657327,0.0224045048712139,-0.978684658953058,0.096,0.1
1.35,0.00829487625810178,0.0174151022154003,-1.00643149155886,0.094,0.192
1.36,-0.00250836090878839,0.0107105932124901,-1.02768252524769,0.132,0.244
1.37,-0.0176175058994277,0.0104920182248692,-1.03502062371556,0.202,0.227
1.38,-0.0304602655695143,0.0162452896096564,-1.02740111863981,0.236,0.129999999999997
1.39,-0.0356843995391816,0.0254710854959001,-1.00951337631537,0.224999999999999,-0.0130000000000032
1.4,-0.0313514191276692,0.0358531802212108,-0.988926037355451,0.181999999999999,-0.159000000000002
1.41,-0.0206744132663114,0.0389380062455115,-0.973128398491209,0.124,-0.248
1.42,-0.0105337201989709,0.0341415700673514,-0.969102938916947,0.076,-0.246
1.43,-0.00760479338855998,0.0278347925359475,-0.977537239047058,0.036,-0.179
1.44,-0.0140005912320872,0.0201614914202639,-0.992010222383692,0.002,-0.076
1.45,-0.0257475897923954,0.0184111510499323,-1.00396003204416,-0.019,0.003
1.46,-0.036015310997899,0.0136384575728111,-1.00709395535367,-0.016,0.058
1.47,-0.0389710423356393,0.00620999726942341,-1.00006112527797,0.008,0.104
1.48,-0.0324730454956235,0.00663836246016134,-0.987882554467447,0.077,0.129
1.49,-0.0197085561421683,0.0191575630334495,-0.979015666822436,0.166,0.093
1.5,-0.00814086872255119,0.0317180972177643,-0.978785086186212,0.191,-0.001
1.51,-0.00495560778167806,0.0332124322835816,-0.986836662598875,0.161,-0.078
1.52,-0.011758381554762,0.0295613846264617,-0.99840461645535,0.118,-0.1
1.53,-0.0247023505871961,0.0272007544247926,-1.00747564368693,0.1,-0.076
1.54,-0.0373143129320436,0.0270888577817446,-1.0094887394909,0.094,-0.042
1.55,-0.0429202976054016,0.0269772455355892,-1.00357792352424,0.09,-0.015
1.56,-0.038588380686037,0.0287283535782509,-0.993436083478619,0.105,-0.005
1.57,-0.0275055675322574,0.0269448529644332,-0.984926167246064,0.142,0.004
1.58,-0.0164727593886495,0.0198769200324676,-0.983932222586818,0.175,0.028
1.59,-0.013159809904819,0.0178937141484906,-0.993360100844719,0.17,0.031
1.6,-0.0246516173962312,0.0155355252299793,-1.01185886531394,0.124,0.025
1.61,-0.0548961257690395,0.0182526235796603,-1.03389851449881,0.067,-0.002
1.62,-0.0965043577116327,0.0246732246480216,-1.04816726111389,0.036,-0.053
1.63,-0.131283675232589,0.0262832274566963,-1.04447213677064,0.0810000000000009,-0.0749999999999998
1.64,-0.141908526924161,0.0241623147543992,-1.021820346053,0.124,-0.0659999999999993
1.65,-0.12284995790941,0.0206040157156753,-0.988620938279215,0.139,-0.0359999999999994
1.66,-0.0854456243444441,0.0196990178969684,-0.959191551765187,0.126999999999999,-0.0109999999999999
1.67,-0.0513031791863799,0.0214725131913087,-0.948439827116495,0.091,-0.005
